UID:3125124,﻿Name:HERR B,﻿Verification:432151
﻿id,Time,Trade Type,Instrument,Type,Amount,Unit,PL,Fee,Position Change,Position Balance,Balance Change,Balance,Unit
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Sell,16.27886368,ETH,0E-8,0E-8,0E-8,0E-8,-16.27886368,24.23113701,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Buy,0.01062700,ETH,0E-8,-0.00001063,0E-8,0E-8,0.01061637,0.01537153,ETH
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Buy,0.00472900,ETH,0E-8,-0.00000473,0E-8,0E-8,0.00472427,0.00475516,ETH
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Buy,23.60524320,ETH,0E-8,-0.02360524,0E-8,0E-8,23.58163796,47.75407205,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Sell,0.01535600,ETH,0E-8,0E-8,0E-8,0E-8,-0.01535600,0.00003089,ETH
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Sell,23.50856111,ETH,0E-8,0E-8,0E-8,0E-8,-23.50856111,24.17243410,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Buy,0.01537100,ETH,0E-8,-0.00001537,0E-8,0E-8,0.01535563,0.01538689,ETH
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Sell,0.01528200,ETH,0E-8,0E-8,0E-8,0E-8,-0.01528200,0.00003126,ETH
﻿123895319257231,2022-06-11 16:00:00,Spot,ETH-USDT,Buy,23.38833690,ETH,0E-8,-0.02338834,0E-8,0E-8,23.36494856,47.68099521,USDT
﻿123895319257231,2022-06-11 16:00:00,Spot,BTC-USDT,Sell,0.00001430,BTC,0E-8,0E-8,0E-8,0E-8,-0.00001430,0.00082492,BTC
﻿123895319257231,2022-06-11 16:00:00,Spot,BTC-USDT,Buy,0.40618864,BTC,0E-8,-0.00040619,0E-8,0E-8,0.40578245,24.31604664,USDT
